año,eleccion_tipo,recuento_tipo,padron_tipo,distrito_id,distrito_nombre,seccionprovincial_id,seccion_id,seccion_nombre,circuito_id,circuito_nombre,mesa_id,mesa_tipo,mesa_electores,cargo_id,cargo_nombre,votos_tipo,votos_cantidad,agrupacion_id,agrupacion_nombre
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,118,NATIVOS,351,3,DIPUTADOS/AS NACIONALES,IMPUGNADO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,118,NATIVOS,351,3,DIPUTADOS/AS NACIONALES,COMANDO,3,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,119,NATIVOS,347,3,DIPUTADOS/AS NACIONALES,POSITIVO,95,30502,UNION POR LA PATRIA
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,119,NATIVOS,347,3,DIPUTADOS/AS NACIONALES,POSITIVO,67,30501,LA LIBERTAD AVANZA
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,119,NATIVOS,347,3,DIPUTADOS/AS NACIONALES,POSITIVO,29,30503,JUNTOS POR EL CAMBIO
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,119,NATIVOS,347,3,DIPUTADOS/AS NACIONALES,EN BLANCO,59,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,119,NATIVOS,347,3,DIPUTADOS/AS NACIONALES,NULO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,119,NATIVOS,347,3,DIPUTADOS/AS NACIONALES,IMPUGNADO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,119,NATIVOS,347,3,DIPUTADOS/AS NACIONALES,RECURRIDO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,119,NATIVOS,347,3,DIPUTADOS/AS NACIONALES,COMANDO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,120,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,106,30502,UNION POR LA PATRIA
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,120,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,65,30501,LA LIBERTAD AVANZA
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,120,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,25,30503,JUNTOS POR EL CAMBIO
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,120,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,EN BLANCO,1,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,120,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,NULO,3,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,120,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,IMPUGNADO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,120,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,RECURRIDO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,120,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,COMANDO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,121,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,93,30502,UNION POR LA PATRIA
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,121,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,78,30501,LA LIBERTAD AVANZA
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,121,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,26,30503,JUNTOS POR EL CAMBIO
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,121,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,EN BLANCO,60,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,121,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,NULO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,121,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,IMPUGNADO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,121,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,RECURRIDO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,121,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,COMANDO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,122,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,89,30502,UNION POR LA PATRIA
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,122,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,61,30501,LA LIBERTAD AVANZA
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,122,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,43,30503,JUNTOS POR EL CAMBIO
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,122,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,EN BLANCO,57,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,122,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,NULO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,122,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,IMPUGNADO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,122,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,RECURRIDO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,122,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,COMANDO,0,undefined,undefined
2023,GENERAL,PROVISORIO,NORMAL,3,Catamarca,0,1,Capital,00003,00003,123,NATIVOS,348,3,DIPUTADOS/AS NACIONALES,POSITIVO,93,30502,UNION POR LA PATRIA
